User_ID,Trip_Frequency,Avg_Booking_Value,Destination_Diversity,Session_Duration_Min,Search_Count
U00574,2.0,,28.0,45.75,6.0
U00575,6.0,92300.0,21.0,16.28,70.0
U00576,15.0,70846.0,4.0,8.1,90.0
U00577,,82662.0,,38.39,47.0
U00578,7.0,,6.0,12.39,55.0
U00579,6.0,146104.0,6.0,48.67,31.0
U00580,3.0,81719.0,7.0,51.54,52.0
U00581,6.0,98404.0,1.0,22.47,49.0
U00582,3.0,124052.0,25.0,39.14,68.0
U00583,6.0,26663.0,5.0,21.35,21.0
U00584,6.0,97915.0,15.0,,8.0
U00585,5.0,99601.0,12.0,4.15,62.0
U00586,4.0,54445.0,25.0,28.86,53.0
U00587,5.0,54880.0,4.0,43.91,67.0
U00588,4.0,67559.0,22.0,58.09,88.0
U00589,,111259.0,27.0,16.46,25.0
U00590,8.0,56890.0,5.0,26.8,89.0
U00591,11.0,133519.0,13.0,21.58,57.0
U00592,4.0,74891.0,8.0,51.66,91.0
U00593,10.0,101955.0,14.0,4.61,76.0
U00594,4.0,69869.0,14.0,43.17,78.0
U00595,7.0,59410.0,16.0,53.56,67.0
U00596,6.0,125042.0,13.0,46.59,22.0
U00597,7.0,72913.0,11.0,33.91,
U00598,4.0,111069.0,24.0,30.18,82.0
U00599,10.0,40819.0,26.0,7.16,67.0
U00600,6.0,9367.0,14.0,20.62,84.0
U00601,6.0,51810.0,4.0,34.25,90.0
U00602,10.0,103791.0,16.0,53.55,72.0
U00603,6.0,142214.0,26.0,29.74,75.0
U00604,7.0,121004.0,25.0,5.78,80.0
U00605,8.0,94245.0,11.0,21.31,46.0
U00606,6.0,50237.0,29.0,15.19,71.0
U00607,7.0,22329.0,8.0,8.96,36.0
U00608,4.0,64727.0,24.0,16.5,52.0
U00609,8.0,102072.0,8.0,,38.0
U00610,4.0,109123.0,20.0,3.78,14.0
U00611,7.0,101322.0,21.0,20.27,12.0
U00612,6.0,687680.0,29.0,176.31,14.0
U00613,7.0,,2.0,53.93,7.0
U00614,7.0,137497.0,18.0,13.9,26.0
U00615,7.0,723450.0,21.0,52.92,60.0
U00616,6.0,126703.0,29.0,29.33,91.0
U00617,7.0,82124.0,28.0,35.7,56.0
U00618,9.0,66603.0,17.0,,33.0
U00619,9.0,79435.0,11.0,53.37,60.0
U00620,0.0,113031.0,26.0,,10.0
U00621,4.0,124213.0,25.0,,42.0
U00622,8.0,61308.0,8.0,,13.0
U00623,4.0,59477.0,1.0,42.25,59.0
U00624,4.0,15544.0,23.0,1.94,
U00625,5.0,41824.0,29.0,25.72,14.0
U00626,5.0,71038.0,12.0,,38.0
U00627,7.0,33427.0,14.0,12.25,79.0
U00628,4.0,121150.0,26.0,13.52,3.0
U00629,10.0,27100.0,8.0,5.05,16.0
U00630,6.0,,29.0,24.5,76.0
U00631,3.0,25476.0,2.0,5.92,89.0
U00632,6.0,116412.0,29.0,44.8,98.0
U00633,2.0,,9.0,48.39,8.0
U00634,6.0,532380.0,24.0,96.81,39.0
U00635,4.0,110455.0,1.0,57.4,99.0
U00636,5.0,6068.0,2.0,4.68,76.0
U00637,3.0,133509.0,12.0,39.99,26.0
U00638,6.0,67605.0,,7.78,62.0
U00639,5.0,19315.0,29.0,43.78,83.0
U00640,2.0,81530.0,13.0,9.02,32.0
U00641,3.0,90931.0,6.0,35.8,74.0
U00642,8.0,109268.0,10.0,33.87,52.0
U00643,6.0,106582.0,2.0,5.04,7.0
U00644,12.0,39482.0,25.0,3.61,2.0
U00645,4.0,87125.0,26.0,43.15,91.0
U00646,6.0,123251.0,20.0,49.28,21.0
U00647,7.0,108713.0,13.0,33.75,92.0
U00648,8.0,130400.0,4.0,,30.0
U00649,7.0,56897.0,2.0,8.41,72.0
U00650,6.0,96566.0,7.0,56.48,26.0
U00651,6.0,72145.0,5.0,53.78,
U00652,5.0,47143.0,16.0,45.68,29.0
U00653,7.0,97783.0,0.0,35.16,86.0
U00654,4.0,54256.0,1.0,45.09,9.0
U00655,2.0,45689.0,27.0,19.17,64.0
U00656,5.0,123681.0,22.0,45.67,64.0
U00657,5.0,102067.0,9.0,41.61,36.0
U00658,6.0,26067.0,4.0,29.71,93.0
U00659,7.0,16782.0,24.0,48.49,45.0
U00660,7.0,130713.0,9.0,5.12,86.0
U00661,7.0,117024.0,9.0,12.98,29.0
U00662,6.0,135497.0,16.0,41.94,74.0
U00663,8.0,118008.0,2.0,11.0,66.0
U00664,,80915.0,1.0,5.26,22.0
U00665,,83619.0,12.0,20.63,11.0
U00666,4.0,147495.0,,59.45,47.0
U00667,7.0,55689.0,19.0,58.7,87.0
U00668,3.0,117272.0,18.0,59.47,88.0
U00669,4.0,53876.0,3.0,57.82,79.0
U00670,8.0,144838.0,23.0,31.24,61.0
U00671,4.0,104464.0,16.0,24.41,79.0
U00672,4.0,47649.0,22.0,27.98,89.0
U00673,7.0,92866.0,28.0,36.52,1.0
U00674,4.0,,2.0,39.47,62.0
U00675,3.0,137475.0,0.0,35.47,78.0
U00676,3.0,134393.0,28.0,39.08,73.0
U00677,7.0,12390.0,21.0,30.08,36.0
U00678,2.0,,,40.46,61.0
U00679,,15729.0,12.0,6.43,12.0
U00680,4.0,41395.0,27.0,,29.0
U00681,,18394.0,7.0,6.54,90.0
U00682,4.0,,29.0,,99.0
U00683,4.0,12712.0,14.0,35.97,20.0
U00684,5.0,145109.0,2.0,55.9,15.0
U00685,4.0,147453.0,23.0,25.32,7.0
U00686,6.0,87339.0,8.0,45.44,61.0
U00687,8.0,54229.0,15.0,,49.0
U00688,6.0,65759.0,16.0,24.16,30.0
U00689,6.0,65537.0,5.0,56.77,97.0
U00690,3.0,30264.0,27.0,35.45,46.0
U00691,3.0,117521.0,17.0,21.07,
U00692,5.0,28915.0,,47.14,21.0
U00693,6.0,130929.0,25.0,59.43,48.0
U00694,7.0,72176.0,29.0,57.48,70.0
U00695,8.0,139316.0,20.0,37.68,20.0
U00696,2.0,56462.0,24.0,59.89,
U00697,5.0,73901.0,21.0,54.72,65.0
U00698,3.0,71687.0,8.0,18.21,17.0
U00699,3.0,132043.0,12.0,18.87,82.0
U00700,10.0,124241.0,2.0,23.17,62.0
U00701,3.0,129232.0,16.0,6.14,7.0
U00702,6.0,139601.0,12.0,3.46,67.0
U00703,8.0,128733.0,24.0,34.11,67.0
U00704,5.0,130656.0,4.0,52.08,35.0
U00705,5.0,17640.0,29.0,13.97,71.0
U00706,10.0,148623.0,1.0,,0.0
U00707,3.0,114409.0,5.0,13.01,71.0
U00708,7.0,8951.0,25.0,31.28,47.0
U00709,8.0,33466.0,24.0,,76.0
U00710,8.0,5684.0,15.0,3.3,97.0
U00711,5.0,148852.0,11.0,51.78,61.0
U00712,5.0,6741.0,22.0,9.09,33.0
U00713,6.0,102357.0,18.0,37.48,73.0
U00714,6.0,72590.0,11.0,3.01,37.0
U00715,8.0,14381.0,23.0,56.93,29.0
U00716,2.0,51033.0,6.0,47.41,85.0
U00717,8.0,62357.0,26.0,36.16,48.0
U00718,11.0,122434.0,21.0,24.76,78.0
U00719,,117403.0,15.0,14.99,88.0
U00720,5.0,61274.0,8.0,35.6,17.0
U00721,8.0,120561.0,12.0,29.66,45.0
U00722,3.0,6255.0,4.0,10.59,28.0
U00723,,20217.0,0.0,42.51,19.0
U00724,5.0,64398.0,16.0,9.79,70.0
U00725,1.0,147235.0,27.0,55.8,5.0
U00726,4.0,98543.0,14.0,11.03,63.0
U00727,5.0,104205.0,9.0,34.93,17.0
U00728,8.0,43259.0,19.0,56.25,62.0
U00729,9.0,18860.0,3.0,31.67,13.0
U00730,4.0,22421.0,29.0,51.86,88.0
U00731,8.0,16473.0,19.0,22.99,85.0
U00732,10.0,42962.0,5.0,33.44,13.0
U00733,5.0,58439.0,23.0,56.7,92.0
U00734,5.0,78869.0,1.0,30.12,91.0
U00735,5.0,112730.0,24.0,18.27,77.0
U00736,7.0,60833.0,10.0,19.24,40.0
U00737,5.0,149510.0,23.0,39.04,14.0
U00738,13.0,57379.0,24.0,40.0,44.0
U00739,5.0,22048.0,2.0,49.98,1.0
U00740,7.0,143388.0,7.0,21.35,81.0
U00741,10.0,82544.0,10.0,28.43,78.0
U00742,9.0,72094.0,4.0,42.56,7.0
U00743,5.0,60688.0,10.0,32.19,86.0
U00744,3.0,32114.0,21.0,56.6,90.0
U00745,5.0,32072.0,24.0,25.77,52.0
U00746,8.0,25985.0,22.0,2.89,54.0
U00747,7.0,22582.0,20.0,,11.0
U00748,7.0,101669.0,21.0,47.88,25.0
U00749,6.0,130893.0,25.0,6.49,66.0
U00750,7.0,130531.0,23.0,54.7,49.0
U00751,10.0,118122.0,27.0,56.38,80.0
U00752,8.0,40160.0,,57.32,33.0
U00753,5.0,85354.0,18.0,45.6,15.0
U00754,8.0,59724.0,,49.57,73.0
U00755,5.0,8901.0,28.0,37.4,81.0
U00756,5.0,40740.0,20.0,15.29,50.0
U00757,9.0,,16.0,15.91,36.0
U00758,6.0,127432.0,20.0,1.52,5.0
U00759,5.0,140200.0,15.0,4.66,63.0
U00760,3.0,,14.0,51.49,68.0
U00761,6.0,30482.0,13.0,40.61,12.0
U00762,7.0,8699.0,15.0,20.95,50.0
U00763,3.0,78433.0,9.0,23.64,1.0
U00764,5.0,64805.0,3.0,43.41,36.0
U00765,10.0,62549.0,23.0,23.86,91.0
U00766,2.0,73706.0,8.0,46.74,78.0
U00767,10.0,67313.0,15.0,1.7,46.0
U00768,2.0,30812.0,5.0,27.64,58.0
U00769,7.0,,8.0,59.1,56.0
U00770,6.0,26648.0,10.0,10.95,24.0
U00771,5.0,119241.0,10.0,9.95,87.0
U00772,3.0,18011.0,2.0,11.41,68.0
U00773,6.0,31872.0,13.0,,45.0
U00774,8.0,72091.0,22.0,45.92,72.0
U00775,6.0,20432.0,,39.44,70.0
U00776,8.0,62442.0,29.0,51.58,74.0
U00777,3.0,48877.0,22.0,33.64,30.0
U00778,,135960.0,8.0,4.33,66.0
U00779,,91372.0,1.0,9.28,58.0
U00780,6.0,148867.0,10.0,42.71,57.0
U00781,4.0,28606.0,26.0,16.63,17.0
U00782,8.0,24764.0,14.0,50.88,80.0
U00783,8.0,9505.0,25.0,55.22,28.0
U00784,6.0,89577.0,3.0,27.46,41.0
U00785,5.0,130489.0,1.0,32.03,73.0
U00786,2.0,,23.0,32.95,31.0
U00787,2.0,25151.0,,27.26,6.0
U00788,7.0,64023.0,1.0,46.83,23.0
U00789,9.0,149525.0,8.0,50.83,95.0
U00790,9.0,96388.0,18.0,42.27,66.0
U00791,6.0,49426.0,18.0,10.59,6.0
U00792,6.0,84464.0,20.0,42.82,10.0
U00793,3.0,79049.0,1.0,51.37,87.0
U00794,8.0,140654.0,23.0,41.68,16.0
U00795,5.0,55582.0,3.0,50.57,42.0
U00796,7.0,69305.0,10.0,10.22,37.0
U00797,10.0,104943.0,15.0,21.51,40.0
U00798,9.0,20372.0,25.0,44.84,72.0
U00799,4.0,,10.0,12.74,14.0
U00800,4.0,,26.0,55.86,79.0
U00801,4.0,126127.0,25.0,34.58,52.0
U00802,6.0,74330.0,29.0,55.34,85.0
U00803,2.0,61218.0,,17.17,16.0
U00804,6.0,111674.0,4.0,33.95,
U00805,9.0,32250.0,20.0,32.16,81.0
U00806,5.0,,13.0,31.74,52.0
U00807,9.0,123432.0,11.0,8.77,49.0
U00808,3.0,102847.0,3.0,50.66,20.0
U00809,9.0,102417.0,12.0,48.56,57.0
U00810,2.0,85890.0,13.0,25.84,99.0
U00811,8.0,21274.0,27.0,4.0,15.0
U00812,9.0,39113.0,14.0,17.42,8.0
U00813,6.0,109386.0,28.0,22.51,79.0
U00814,2.0,48347.0,20.0,4.45,95.0
U00815,7.0,50487.0,15.0,32.42,
U00816,12.0,28324.0,6.0,18.72,97.0
U00817,5.0,64473.0,12.0,53.45,37.0
U00818,6.0,24319.0,3.0,48.72,27.0
U00819,5.0,66021.0,8.0,49.72,75.0
U00820,6.0,6328.0,,53.33,16.0
U00821,6.0,20179.0,0.0,33.83,73.0
U00822,,107194.0,10.0,47.2,78.0
U00823,7.0,99261.0,29.0,38.34,74.0
U00824,6.0,75816.0,12.0,37.38,50.0
U00825,7.0,90953.0,,20.99,32.0
U00826,10.0,126548.0,27.0,23.76,58.0
U00827,9.0,70427.0,18.0,36.34,36.0
U00828,8.0,134906.0,29.0,16.09,86.0
U00829,,103848.0,21.0,21.24,62.0
U00830,7.0,18926.0,12.0,56.72,29.0
U00831,6.0,71381.0,18.0,48.55,5.0
U00832,5.0,47890.0,10.0,56.07,13.0
U00833,4.0,124338.0,12.0,41.88,3.0
U00834,8.0,,22.0,50.06,30.0
U00835,10.0,46907.0,,19.85,79.0
U00836,5.0,94638.0,14.0,25.4,3.0
U00837,2.0,111987.0,22.0,14.45,82.0
U00838,,102076.0,24.0,53.62,75.0
U00839,6.0,,14.0,56.78,57.0
U00840,5.0,34702.0,0.0,23.96,7.0
U00841,8.0,45900.0,28.0,2.68,30.0
U00842,3.0,120573.0,29.0,,6.0
U00843,5.0,34782.0,5.0,36.19,48.0
U00844,7.0,97210.0,1.0,19.8,22.0
U00845,4.0,105446.0,19.0,7.83,76.0
U00846,7.0,57033.0,22.0,33.01,98.0
U00847,8.0,149418.0,4.0,35.48,64.0
U00848,4.0,30001.0,27.0,7.23,61.0
U00849,4.0,75996.0,22.0,30.35,0.0
U00850,5.0,119720.0,6.0,,51.0
U00851,,101183.0,0.0,35.02,92.0
U00852,9.0,22873.0,17.0,28.98,90.0
U00853,7.0,12460.0,1.0,53.39,23.0
U00854,,9613.0,4.0,29.16,74.0
U00855,9.0,116854.0,14.0,,58.0
U00856,,20468.0,26.0,57.0,94.0
U00857,5.0,19067.0,5.0,,46.0
U00858,5.0,85388.0,25.0,52.09,51.0
U00859,3.0,79186.0,22.0,56.77,7.0
U00860,5.0,25499.0,26.0,10.52,90.0
U00861,11.0,14073.0,22.0,53.99,27.0
U00862,4.0,,5.0,16.34,28.0
U00863,11.0,82705.0,2.0,27.26,7.0
U00864,7.0,6998.0,5.0,23.34,44.0
U00865,7.0,34488.0,4.0,51.8,68.0
U00866,8.0,44129.0,9.0,45.35,21.0
U00867,3.0,146154.0,29.0,49.33,30.0
U00868,14.0,127870.0,4.0,22.95,35.0
U00869,7.0,55877.0,28.0,58.1,85.0
U00870,2.0,105643.0,17.0,7.95,16.0
U00871,1.0,141746.0,0.0,19.89,71.0
U00872,2.0,102301.0,15.0,32.45,16.0
U00873,5.0,102867.0,23.0,13.98,34.0
U00874,4.0,72408.0,4.0,15.56,69.0
U00875,5.0,82260.0,23.0,20.39,57.0
U00876,,96665.0,27.0,7.78,66.0
U00877,,26340.0,5.0,14.21,
U00878,12.0,103242.0,24.0,19.04,19.0
U00879,7.0,,10.0,19.05,10.0
U00880,2.0,139671.0,20.0,8.33,94.0
U00881,8.0,,,33.72,9.0
U00882,6.0,44301.0,28.0,28.86,91.0
U00883,9.0,25061.0,21.0,54.1,80.0
U00884,9.0,42029.0,19.0,57.35,10.0
U00885,4.0,114803.0,17.0,4.74,71.0
U00886,4.0,119501.0,9.0,15.51,48.0
U00887,7.0,16086.0,27.0,44.0,26.0
U00888,4.0,53352.0,7.0,10.87,27.0
U00889,4.0,122425.0,18.0,27.27,60.0
U00890,7.0,67714.0,16.0,17.71,80.0
U00891,2.0,64835.0,17.0,58.21,67.0
U00892,5.0,14790.0,25.0,,86.0
U00893,7.0,125764.0,8.0,7.28,47.0
U00894,6.0,10213.0,10.0,45.15,2.0
U00895,11.0,138516.0,3.0,35.33,93.0
U00896,8.0,20324.0,13.0,31.66,43.0
U00897,5.0,102594.0,16.0,16.31,65.0
U00898,8.0,124049.0,14.0,44.24,53.0
U00899,7.0,88508.0,21.0,29.27,83.0
U00900,9.0,35439.0,4.0,30.48,7.0
U00901,6.0,136075.0,17.0,17.19,
U00902,6.0,106313.0,22.0,48.19,23.0
U00903,6.0,78748.0,21.0,42.2,
U00904,6.0,138640.0,9.0,9.29,2.0
U00905,4.0,63569.0,22.0,26.71,12.0
U00906,8.0,63246.0,9.0,,13.0
U00907,9.0,144289.0,28.0,29.27,97.0
U00908,4.0,126329.0,20.0,3.63,53.0
U00909,7.0,47586.0,9.0,43.5,8.0
U00910,5.0,10440.0,26.0,33.8,78.0
U00911,10.0,143869.0,20.0,57.47,73.0
U00912,1.0,58942.0,4.0,30.12,43.0
U00913,8.0,103267.0,14.0,59.12,25.0
U00914,8.0,137854.0,23.0,45.01,41.0
U00915,5.0,42065.0,22.0,41.49,72.0
U00916,4.0,76478.0,14.0,42.75,76.0
U00917,10.0,6014.0,19.0,8.01,49.0
U00918,5.0,130924.0,21.0,29.5,10.0
U00919,6.0,40233.0,2.0,14.88,17.0
U00920,9.0,74382.0,8.0,8.71,54.0
U00921,5.0,127609.0,1.0,46.31,70.0
U00922,1.0,13044.0,7.0,11.89,91.0
U00923,6.0,44999.0,9.0,48.79,79.0
U00924,2.0,,7.0,14.31,13.0
U00925,3.0,130404.0,17.0,,90.0
U00926,5.0,8172.0,16.0,34.92,47.0
U00927,4.0,30036.0,21.0,36.95,90.0
U00928,12.0,45575.0,10.0,51.72,94.0
U00929,13.0,39982.0,20.0,31.42,93.0
U00930,8.0,65578.0,28.0,,80.0
U00931,7.0,142080.0,26.0,32.82,48.0
U00932,7.0,54982.0,14.0,42.0,53.0
U00933,7.0,128273.0,22.0,45.45,51.0
U00934,8.0,105107.0,12.0,33.72,
U00935,,70900.0,,4.4,57.0
U00936,6.0,135791.0,25.0,5.18,42.0
U00937,6.0,120006.0,2.0,24.19,61.0
U00938,5.0,107491.0,7.0,9.85,6.0
U00939,4.0,138997.0,9.0,36.62,
U00940,9.0,47508.0,5.0,,46.0
U00941,4.0,52454.0,3.0,51.58,77.0
U00942,8.0,41366.0,6.0,23.99,79.0
U00943,5.0,109265.0,16.0,8.62,62.0
U00944,8.0,80708.0,8.0,45.92,56.0
U00945,4.0,78421.0,2.0,47.2,48.0
U00946,6.0,99434.0,1.0,53.15,87.0
U00947,7.0,7654.0,25.0,42.83,87.0
U00948,2.0,113817.0,,52.73,41.0
U00949,6.0,98768.0,5.0,9.91,64.0
U00950,5.0,21478.0,17.0,5.76,26.0
U00951,7.0,44415.0,1.0,10.24,79.0
U00952,4.0,119039.0,9.0,53.61,96.0
U00953,7.0,102875.0,17.0,14.73,9.0
U00954,4.0,48550.0,22.0,12.43,69.0
U00955,3.0,89530.0,8.0,53.01,98.0
U00956,4.0,28160.0,5.0,46.74,7.0
U00957,9.0,136805.0,2.0,12.71,82.0
U00958,10.0,69506.0,25.0,5.55,73.0
U00959,6.0,39599.0,12.0,54.32,57.0
U00960,7.0,94940.0,13.0,29.73,38.0
U00961,5.0,43533.0,3.0,12.97,69.0
U00962,10.0,,23.0,,58.0
U00963,5.0,141595.0,9.0,11.59,80.0
U00964,2.0,6469.0,13.0,54.15,92.0
U00965,7.0,98284.0,29.0,1.62,90.0
U00966,9.0,84837.0,8.0,28.2,99.0
U00967,4.0,7051.0,13.0,7.56,67.0
U00968,6.0,121351.0,1.0,44.69,29.0
U00969,5.0,107992.0,4.0,4.85,58.0
U00970,5.0,58333.0,26.0,38.24,87.0
U00971,3.0,26129.0,21.0,34.4,1.0
U00972,6.0,50267.0,4.0,29.68,10.0
U00973,4.0,34859.0,27.0,9.81,4.0
U00974,8.0,102118.0,18.0,19.52,92.0
U00975,7.0,31207.0,18.0,39.22,62.0
U00976,3.0,135379.0,18.0,51.16,
U00977,6.0,73824.0,10.0,21.73,20.0
U00978,8.0,67978.0,25.0,30.43,39.0
U00979,,48319.0,6.0,55.37,95.0
U00980,7.0,40084.0,25.0,12.01,39.0
U00981,7.0,40905.0,1.0,34.22,38.0
U00982,4.0,30748.0,29.0,39.06,43.0
U00983,4.0,19646.0,27.0,28.03,
U00984,4.0,138954.0,20.0,59.48,67.0
U00985,5.0,85806.0,14.0,52.89,73.0
U00986,4.0,17406.0,21.0,6.13,43.0
U00987,8.0,127929.0,6.0,9.26,61.0
U00988,9.0,27010.0,22.0,10.67,65.0
U00989,7.0,119338.0,15.0,11.79,52.0
U00990,5.0,146425.0,13.0,46.52,72.0
U00991,5.0,80093.0,8.0,19.16,28.0
U00992,4.0,111500.0,27.0,2.04,66.0
U00993,8.0,117358.0,15.0,37.29,86.0
U00994,4.0,40935.0,1.0,57.05,33.0
U00995,5.0,115692.0,,59.84,11.0
U00996,6.0,,5.0,8.33,91.0
U00997,4.0,80006.0,22.0,53.53,16.0
U00998,,120080.0,25.0,25.33,56.0
U00999,8.0,116349.0,20.0,7.75,35.0
U01000,11.0,83025.0,5.0,,23.0
U01001,4.0,120406.0,4.0,37.37,23.0
U01002,7.0,19944.0,27.0,2.5,57.0
U01003,8.0,126221.0,3.0,19.18,80.0
U01004,3.0,65933.0,19.0,44.31,
U01005,5.0,12125.0,8.0,10.18,1.0
U01006,3.0,96363.0,17.0,20.87,94.0
U01007,8.0,65692.0,1.0,38.66,10.0
U01008,4.0,112313.0,28.0,35.5,38.0
U01009,3.0,20061.0,5.0,38.0,31.0
U01010,5.0,84710.0,15.0,5.25,46.0
U01011,4.0,6609.0,24.0,42.83,64.0
U01012,3.0,102789.0,29.0,20.09,96.0
U01013,8.0,65621.0,6.0,32.54,57.0
U01014,6.0,24299.0,5.0,8.04,
U01015,5.0,25923.0,18.0,17.01,28.0
U01016,8.0,44675.0,3.0,46.87,18.0
U01017,4.0,112151.0,10.0,32.32,
U01018,9.0,23310.0,18.0,,61.0
U01019,6.0,61953.0,0.0,33.98,17.0
U01020,4.0,74056.0,,26.27,5.0
U01021,6.0,114589.0,11.0,28.21,78.0
U01022,7.0,93180.0,8.0,11.22,98.0
U01023,,61523.0,1.0,34.04,69.0
U01024,7.0,12598.0,7.0,,26.0
U01025,7.0,52305.0,8.0,51.17,9.0
U01026,7.0,13876.0,14.0,1.82,79.0
U01027,9.0,8977.0,4.0,55.38,95.0
U01028,5.0,130992.0,2.0,39.36,13.0
U01029,,,27.0,34.41,75.0
U01030,8.0,40483.0,18.0,51.2,56.0
U01031,10.0,144624.0,13.0,,81.0
U01032,7.0,133291.0,26.0,20.81,83.0
U01033,7.0,118639.0,16.0,57.91,
U01034,7.0,78391.0,2.0,44.1,50.0
U01035,7.0,131104.0,15.0,42.24,
U01036,4.0,,18.0,38.19,35.0
U01037,8.0,109825.0,22.0,,28.0
U01038,7.0,58450.0,29.0,11.43,44.0
U01039,9.0,39029.0,23.0,44.42,83.0
U01040,7.0,145524.0,8.0,36.52,41.0
U01041,7.0,70495.0,26.0,56.7,35.0
U01042,4.0,26006.0,12.0,15.54,41.0
U01043,6.0,101396.0,6.0,37.95,95.0
U01044,9.0,56072.0,9.0,14.13,40.0
U01045,2.0,44615.0,2.0,53.68,81.0
U01046,6.0,44729.0,4.0,45.21,3.0
U01047,7.0,8206.0,15.0,46.24,69.0
U01048,11.0,138616.0,2.0,2.96,3.0
U01049,3.0,142717.0,6.0,35.35,0.0
U01050,8.0,58731.0,20.0,40.32,71.0
U01051,4.0,95201.0,13.0,8.05,63.0
U01052,11.0,43564.0,9.0,14.81,37.0
U01053,9.0,71225.0,1.0,55.88,19.0
U01054,7.0,48135.0,15.0,21.61,86.0
U01055,4.0,106625.0,11.0,58.12,22.0
U01056,8.0,134511.0,26.0,56.34,81.0
U01057,7.0,42511.0,1.0,4.21,93.0
U01058,6.0,90774.0,8.0,56.39,56.0
U01059,5.0,109249.0,28.0,45.18,44.0
U01060,4.0,148731.0,12.0,49.68,18.0
U01061,8.0,65749.0,22.0,37.03,36.0
U01062,8.0,103197.0,24.0,33.23,85.0
U01063,7.0,123538.0,12.0,23.73,41.0
U01064,6.0,42521.0,6.0,21.69,47.0
U01065,3.0,429215.0,28.0,131.52,41.0
U01066,7.0,97624.0,15.0,10.98,87.0
U01067,8.0,18233.0,28.0,8.08,
U01068,8.0,149360.0,18.0,59.05,93.0
U01069,4.0,111017.0,13.0,45.48,27.0
U01070,8.0,83312.0,5.0,19.18,89.0
U01071,6.0,95226.0,9.0,55.43,97.0
U01072,8.0,62316.0,25.0,12.54,46.0
U01073,3.0,49734.0,,50.71,60.0
U01074,9.0,43913.0,7.0,27.33,19.0
U01075,,79067.0,9.0,49.77,70.0
U01076,7.0,53915.0,21.0,54.71,31.0
U01077,9.0,14397.0,9.0,4.68,95.0
U01078,5.0,,9.0,26.48,50.0
U01079,10.0,,21.0,35.89,54.0
U01080,,145921.0,,,71.0
U01081,4.0,9121.0,18.0,31.01,24.0
U01082,5.0,147911.0,3.0,38.01,19.0
U01083,,124094.0,2.0,11.4,43.0
U01084,4.0,90310.0,14.0,57.26,93.0
U01085,4.0,118965.0,7.0,59.77,84.0
U01086,7.0,130805.0,6.0,31.37,29.0
U01087,9.0,30435.0,20.0,38.19,98.0
U01088,4.0,21982.0,0.0,1.51,34.0
U01089,1.0,91972.0,,40.57,30.0
U01090,,64898.0,0.0,58.76,25.0
U01091,5.0,130212.0,24.0,32.61,68.0
U01092,,18678.0,24.0,56.13,28.0
U01093,9.0,129462.0,27.0,41.95,95.0
U01094,3.0,107221.0,3.0,55.04,31.0
U01095,6.0,107415.0,27.0,30.47,92.0
U01096,6.0,125419.0,1.0,39.94,43.0
U01097,9.0,106151.0,24.0,58.36,19.0
U01098,7.0,36886.0,7.0,29.71,93.0
U01099,5.0,35887.0,3.0,36.71,
U01100,5.0,55483.0,24.0,7.07,92.0
U01101,6.0,18627.0,24.0,2.41,57.0
U01102,4.0,10463.0,12.0,29.22,60.0
U01103,9.0,50259.0,10.0,48.83,93.0
U01104,6.0,61467.0,0.0,48.78,31.0
U01105,5.0,42168.0,25.0,50.41,61.0
U01106,5.0,58435.0,,50.79,39.0
U01107,5.0,18125.0,28.0,19.5,
U01108,6.0,121788.0,9.0,57.58,2.0
U01109,9.0,128300.0,19.0,40.64,27.0
U01110,6.0,,7.0,33.82,24.0
U01111,3.0,39711.0,7.0,29.14,48.0
U01112,4.0,43161.0,10.0,8.46,39.0
U01113,8.0,45179.0,11.0,3.44,27.0
U01114,10.0,30144.0,21.0,4.89,7.0
U01115,6.0,120059.0,2.0,,71.0
U01116,8.0,91485.0,18.0,33.75,17.0
U01117,5.0,108933.0,18.0,55.22,20.0
U01118,5.0,119991.0,19.0,43.59,98.0
U01119,5.0,129385.0,9.0,55.34,34.0
U01120,,64811.0,23.0,35.68,39.0
U01121,8.0,57446.0,16.0,14.58,8.0
U01122,,121518.0,,58.44,22.0
U01123,3.0,38130.0,8.0,41.76,90.0
U01124,8.0,109822.0,3.0,8.98,7.0
U01125,7.0,135842.0,15.0,35.75,11.0
U01126,6.0,51099.0,2.0,32.39,
U01127,8.0,42371.0,26.0,58.86,90.0
U01128,7.0,117450.0,17.0,5.56,46.0
U01129,5.0,69249.0,10.0,22.12,67.0
U01130,4.0,42290.0,29.0,16.73,
U01131,7.0,33858.0,7.0,47.01,24.0
U01132,6.0,,27.0,56.6,28.0
U01133,9.0,105708.0,15.0,55.58,67.0
U01134,5.0,108024.0,26.0,5.82,65.0
U01135,5.0,120571.0,5.0,46.62,14.0
U01136,4.0,120692.0,18.0,36.73,28.0
U01137,5.0,118491.0,21.0,46.35,70.0
U01138,5.0,46060.0,9.0,4.44,44.0
U01139,3.0,106335.0,22.0,58.21,0.0
U01140,6.0,127668.0,24.0,2.67,4.0
U01141,9.0,147379.0,3.0,15.43,57.0
U01142,9.0,125391.0,23.0,40.97,90.0
U01143,6.0,12338.0,9.0,28.61,11.0
U01144,3.0,71875.0,11.0,,58.0
U01145,5.0,92335.0,4.0,33.66,48.0
U01146,,53496.0,28.0,42.81,17.0
U01147,9.0,141482.0,4.0,,79.0
U01148,7.0,23353.0,18.0,28.79,
U01149,1.0,121590.0,,18.54,10.0
